age,overall,potential,pace,shooting,passing,dribbling,defending,physic,position,nationality,value_eur
23,72,79,69.0,33.0,54.0,58.0,71.0,77.0,CB,Colombia,3700000.0
23,72,78,86.0,59.0,68.0,71.0,25.0,65.0,"RM, LM",Colombia,4300000.0
19,72,85,86.0,52.0,65.0,75.0,69.0,60.0,"RB, RWB, RM",Spain,5000000.0
23,72,77,61.0,50.0,52.0,54.0,72.0,74.0,"CB, RB",Iceland,3500000.0
23,72,79,64.0,64.0,68.0,65.0,54.0,67.0,CM,Korea Republic,4300000.0
20,72,81,71.0,65.0,69.0,76.0,25.0,51.0,"RM, LM, RW",Spain,4800000.0
23,72,75,84.0,66.0,65.0,77.0,34.0,59.0,"CAM, CM",Argentina,3900000.0
22,72,79,65.0,46.0,60.0,66.0,69.0,75.0,"CDM, CM",Ecuador,3700000.0
20,72,80,76.0,71.0,63.0,77.0,24.0,54.0,"CAM, LM, ST",Kosovo,4600000.0
22,72,78,72.0,48.0,58.0,70.0,70.0,70.0,"RB, LB, CB",Spain,3600000.0
21,72,82,73.0,66.0,64.0,78.0,33.0,74.0,"ST, LW",Argentina,5000000.0
20,72,86,77.0,60.0,66.0,74.0,41.0,64.0,"CAM, RM, CM",England,7000000.0
30,72,72,70.0,62.0,75.0,73.0,46.0,55.0,"CM, CDM, CAM",Argentina,2900000.0
21,72,84,86.0,38.0,59.0,65.0,70.0,68.0,RB,Germany,4800000.0
21,72,82,73.0,63.0,72.0,74.0,57.0,64.0,"RM, CM, CDM, CAM",Spain,5000000.0
21,72,84,72.0,57.0,73.0,72.0,55.0,64.0,"CM, CDM, CAM",England,5500000.0
22,72,80,81.0,68.0,68.0,75.0,48.0,66.0,"CAM, LM",Ghana,4600000.0
23,72,79,83.0,71.0,65.0,75.0,34.0,64.0,"LM, ST, RM, CAM",Spain,4400000.0
21,72,79,74.0,36.0,64.0,67.0,69.0,69.0,RB,Belgium,3700000.0
21,72,79,84.0,62.0,65.0,77.0,32.0,49.0,LM,England,4400000.0
26,72,73,55.0,47.0,60.0,60.0,72.0,81.0,"CDM, CM",Germany,3000000.0
20,72,83,57.0,55.0,66.0,65.0,72.0,73.0,"CDM, CM",France,4700000.0
27,72,72,85.0,66.0,65.0,77.0,23.0,55.0,"LM, LW, CAM",Japan,3300000.0
29,72,72,83.0,69.0,69.0,75.0,46.0,48.0,"RW, CAM, RM",Ecuador,3000000.0
24,72,78,73.0,41.0,65.0,63.0,70.0,67.0,RB,Argentina,3600000.0
22,72,80,88.0,68.0,66.0,78.0,25.0,58.0,"ST, CF, LW",Argentina,4600000.0
24,72,76,77.0,42.0,61.0,72.0,69.0,65.0,LB,Portugal,3400000.0
26,72,72,78.0,70.0,63.0,71.0,24.0,65.0,"ST, LM, RM",Portugal,3400000.0
23,72,79,52.0,33.0,40.0,51.0,72.0,74.0,CB,Italy,3700000.0
25,72,73,79.0,65.0,65.0,76.0,21.0,46.0,"RW, ST",Brazil,3700000.0
28,72,72,71.0,70.0,57.0,65.0,27.0,76.0,"ST, LM",Spain,3200000.0
21,72,79,79.0,66.0,69.0,77.0,24.0,60.0,RM,Turkey,4400000.0
23,72,79,85.0,72.0,58.0,69.0,42.0,74.0,ST,Uruguay,4400000.0
27,72,73,50.0,31.0,46.0,52.0,72.0,81.0,CB,Portugal,2900000.0
25,72,75,64.0,71.0,68.0,71.0,45.0,73.0,"ST, CAM",Morocco,4000000.0
25,72,76,78.0,69.0,57.0,73.0,31.0,73.0,ST,Brazil,4100000.0
22,72,77,43.0,48.0,47.0,47.0,71.0,79.0,CB,Netherlands,3500000.0
24,72,78,58.0,63.0,69.0,71.0,63.0,71.0,"CM, CAM",Bulgaria,4200000.0
22,72,79,42.0,36.0,46.0,44.0,72.0,80.0,CB,Brazil,3700000.0
23,72,79,73.0,75.0,62.0,70.0,19.0,56.0,ST,Argentina,4400000.0
21,72,80,83.0,69.0,56.0,74.0,34.0,72.0,ST,Ghana,4600000.0
22,72,79,52.0,57.0,69.0,65.0,70.0,73.0,"CDM, CM",France,3700000.0
25,72,77,53.0,65.0,74.0,69.0,61.0,73.0,"CM, CDM",Serbia,4100000.0
24,72,76,85.0,66.0,48.0,71.0,20.0,64.0,ST,Italy,4100000.0
22,72,78,70.0,71.0,57.0,71.0,34.0,61.0,"ST, CAM",Spain,4300000.0
24,72,76,80.0,65.0,70.0,76.0,26.0,52.0,LM,South Africa,4100000.0
21,72,82,75.0,61.0,72.0,76.0,43.0,54.0,CAM,Colombia,5000000.0
24,72,76,80.0,58.0,68.0,75.0,70.0,69.0,"RB, RWB",Turkey,3400000.0
26,72,74,54.0,36.0,52.0,52.0,70.0,77.0,CB,Ecuador,3100000.0
20,72,80,79.0,70.0,61.0,74.0,20.0,57.0,"ST, RW",France,4700000.0
20,72,81,88.0,64.0,63.0,77.0,24.0,52.0,"LM, RM, ST",Colombia,4800000.0
22,72,79,72.0,68.0,71.0,72.0,36.0,65.0,"CAM, LM, RM",Paraguay,4400000.0
23,72,78,83.0,69.0,66.0,75.0,36.0,73.0,"RM, LM",Slovenia,4300000.0
22,72,78,77.0,64.0,67.0,74.0,55.0,51.0,"LM, LB",Mexico,4300000.0
22,72,80,85.0,64.0,59.0,79.0,22.0,53.0,"RW, ST",Côte d'Ivoire,4600000.0
19,72,83,81.0,36.0,63.0,68.0,70.0,76.0,"RB, CB",France,4500000.0
22,72,82,83.0,65.0,66.0,77.0,29.0,48.0,"LM, CAM, RM",Argentina,5000000.0
22,72,82,77.0,65.0,67.0,76.0,28.0,51.0,"RM, ST, LM",Argentina,5000000.0
25,72,78,67.0,56.0,55.0,57.0,72.0,78.0,"CB, CDM",Argentina,3600000.0
26,72,73,74.0,70.0,62.0,75.0,23.0,67.0,"LW, RW, ST",Portugal,3700000.0
22,72,79,82.0,72.0,67.0,76.0,40.0,61.0,"CF, RW, LW",Japan,4400000.0
21,72,78,68.0,34.0,61.0,62.0,72.0,68.0,LB,Spain,3600000.0
25,72,75,52.0,45.0,60.0,64.0,72.0,79.0,"CDM, CM",Colombia,3300000.0
22,72,79,71.0,63.0,68.0,72.0,68.0,74.0,"CDM, CM",United States,3700000.0
21,72,80,71.0,43.0,65.0,67.0,74.0,64.0,"RB, CB, LB",France,3900000.0
24,72,77,74.0,31.0,54.0,66.0,72.0,74.0,RB,Brazil,3500000.0
22,72,78,79.0,69.0,64.0,74.0,40.0,69.0,"LM, RM",Portugal,4300000.0
22,72,77,88.0,58.0,70.0,75.0,29.0,59.0,"LM, RW",Mexico,4200000.0
25,72,75,76.0,64.0,70.0,74.0,66.0,71.0,"CM, CAM, RW",Brazil,3800000.0
26,72,76,52.0,27.0,37.0,44.0,74.0,68.0,CB,Paraguay,3300000.0
27,72,73,80.0,64.0,70.0,73.0,64.0,55.0,"LWB, RM, CM, RWB",Russia,2900000.0
23,72,76,66.0,62.0,70.0,71.0,56.0,50.0,CM,Korea Republic,4000000.0
22,72,80,84.0,58.0,62.0,72.0,61.0,66.0,"RM, RWB",Korea Republic,4600000.0
20,72,82,72.0,61.0,75.0,75.0,58.0,58.0,"CAM, RW, LW",Ukraine,5000000.0
26,72,75,74.0,67.0,70.0,72.0,20.0,60.0,CAM,Colombia,3900000.0
21,72,85,62.0,34.0,53.0,65.0,73.0,74.0,CB,England,5500000.0
21,72,78,77.0,69.0,66.0,74.0,47.0,62.0,"LM, LB",Spain,4300000.0
20,72,84,74.0,72.0,57.0,70.0,18.0,52.0,ST,Spain,5500000.0
20,72,82,76.0,51.0,73.0,79.0,58.0,60.0,"CM, CDM",Netherlands,5000000.0
24,72,77,69.0,36.0,55.0,53.0,73.0,71.0,"CB, RB",Paraguay,3500000.0
21,72,81,92.0,69.0,55.0,79.0,22.0,47.0,"RW, LW, RM",Venezuela,4800000.0
25,72,75,78.0,65.0,68.0,73.0,46.0,71.0,"RM, LM, ST, RB",Austria,3900000.0
21,72,83,56.0,36.0,48.0,61.0,73.0,70.0,CB,Switzerland,4700000.0
20,72,86,70.0,40.0,72.0,72.0,69.0,79.0,"CM, CDM",Switzerland,7000000.0
27,72,72,90.0,69.0,57.0,73.0,32.0,64.0,RW,Brazil,3300000.0
27,72,73,53.0,35.0,51.0,54.0,72.0,76.0,"CB, CDM",Portugal,2900000.0
24,72,78,72.0,65.0,66.0,68.0,67.0,74.0,"CDM, CM",Ukraine,3600000.0
22,72,80,85.0,39.0,61.0,66.0,69.0,74.0,"LB, CB",Spain,3900000.0
21,72,78,68.0,59.0,65.0,69.0,71.0,70.0,RB,Serbia,3600000.0
20,72,82,72.0,61.0,70.0,75.0,61.0,60.0,CM,Morocco,5000000.0
33,72,72,54.0,46.0,52.0,51.0,73.0,70.0,"CB, RB, LB",Brazil,1300000.0
25,72,72,49.0,44.0,57.0,46.0,73.0,73.0,CB,Brazil,2800000.0
33,72,72,72.0,68.0,69.0,73.0,55.0,73.0,"CAM, CM",Brazil,1900000.0
33,72,72,64.0,53.0,65.0,63.0,69.0,75.0,CDM,Brazil,1300000.0
25,72,72,85.0,63.0,71.0,73.0,45.0,49.0,"CAM, ST, RM",Brazil,3400000.0
25,72,72,66.0,61.0,70.0,73.0,45.0,55.0,CAM,Brazil,3400000.0
33,72,72,86.0,70.0,73.0,77.0,36.0,54.0,"ST, RM",Brazil,2000000.0
25,72,72,82.0,67.0,62.0,73.0,26.0,64.0,"ST, RM",Brazil,3400000.0
25,72,72,81.0,69.0,58.0,76.0,37.0,50.0,ST,Brazil,3400000.0
25,72,72,72.0,76.0,61.0,64.0,40.0,62.0,ST,Brazil,3400000.0
25,72,72,69.0,74.0,60.0,71.0,27.0,56.0,ST,Brazil,3400000.0
33,72,72,80.0,45.0,59.0,61.0,67.0,62.0,LB,Brazil,1200000.0
33,72,72,74.0,44.0,64.0,62.0,71.0,70.0,"LB, LWB",Brazil,1200000.0
25,72,72,72.0,50.0,69.0,60.0,73.0,74.0,LB,Brazil,2700000.0
33,72,72,74.0,46.0,68.0,75.0,68.0,58.0,RB,Brazil,1200000.0
25,72,72,91.0,73.0,69.0,77.0,62.0,58.0,"RB, LB, RM",Brazil,2700000.0
33,72,72,67.0,54.0,63.0,58.0,70.0,67.0,"RB, RM",Brazil,1200000.0
29,72,72,51.0,42.0,46.0,45.0,71.0,78.0,CB,Brazil,2400000.0
33,72,72,52.0,45.0,56.0,48.0,74.0,69.0,CB,Brazil,1300000.0
25,72,72,69.0,48.0,46.0,59.0,71.0,72.0,"CB, RB",Brazil,2800000.0
29,72,72,53.0,36.0,51.0,46.0,72.0,75.0,CB,Brazil,2400000.0
29,72,72,70.0,32.0,46.0,55.0,73.0,75.0,CB,Brazil,2400000.0
29,72,72,61.0,46.0,56.0,55.0,71.0,72.0,CB,Brazil,2400000.0
33,72,72,65.0,47.0,68.0,56.0,72.0,71.0,"CDM, CM",Brazil,1300000.0
29,72,72,62.0,56.0,69.0,64.0,73.0,71.0,"CDM, CM",Brazil,2400000.0
33,72,72,51.0,46.0,67.0,64.0,72.0,66.0,"CDM, CM",Brazil,1300000.0
29,72,72,66.0,55.0,69.0,67.0,71.0,63.0,"CDM, CM, CAM",Brazil,2400000.0
29,72,72,73.0,55.0,71.0,71.0,71.0,66.0,"CDM, CM",Brazil,2400000.0
33,72,72,72.0,47.0,66.0,61.0,74.0,77.0,"CDM, RB, RM",Brazil,1300000.0
29,72,72,70.0,62.0,72.0,73.0,50.0,56.0,"CAM, LM, RM",Brazil,3000000.0
29,72,72,76.0,54.0,73.0,77.0,46.0,47.0,"CAM, CM",Brazil,3000000.0
29,72,72,69.0,63.0,73.0,72.0,43.0,56.0,"CAM, CF",Brazil,3000000.0
33,72,72,63.0,65.0,74.0,75.0,27.0,58.0,"CAM, CF",Brazil,1900000.0
29,72,72,37.0,77.0,51.0,61.0,26.0,72.0,ST,Brazil,3100000.0
29,72,72,82.0,63.0,60.0,74.0,25.0,62.0,"ST, CF, CAM",Brazil,3100000.0
22,72,79,78.0,63.0,69.0,80.0,61.0,62.0,"CM, LM, CAM",Serbia,4300000.0
20,72,82,64.0,34.0,48.0,51.0,71.0,74.0,CB,Brazil,4400000.0
24,72,78,67.0,71.0,65.0,70.0,33.0,62.0,"ST, RM, LM",Uruguay,4300000.0
21,72,81,80.0,68.0,66.0,77.0,49.0,68.0,"LM, RM",Argentina,4800000.0
20,72,82,78.0,67.0,68.0,77.0,49.0,62.0,"RW, LM",Algeria,5000000.0
20,72,83,75.0,65.0,69.0,77.0,31.0,48.0,"LM, CAM",Portugal,5500000.0
19,72,88,79.0,70.0,53.0,70.0,29.0,76.0,"ST, CAM, RM",Argentina,6500000.0
19,72,84,79.0,67.0,55.0,73.0,25.0,75.0,ST,Belgium,5500000.0
25,72,75,89.0,60.0,64.0,75.0,33.0,65.0,LM,Kosovo,3900000.0
22,72,79,82.0,54.0,67.0,72.0,28.0,52.0,"RM, LM",Japan,4400000.0
25,72,76,67.0,61.0,72.0,75.0,50.0,64.0,"CM, CDM",Japan,3900000.0
23,72,81,73.0,66.0,68.0,70.0,60.0,70.0,"CAM, CM, CDM",Croatia,4800000.0
29,72,72,75.0,72.0,60.0,67.0,31.0,70.0,ST,Brazil,3100000.0
26,72,75,78.0,49.0,66.0,69.0,69.0,63.0,LB,Mexico,3200000.0
24,72,78,67.0,61.0,67.0,68.0,67.0,75.0,"CDM, CM",France,3600000.0
28,72,73,68.0,51.0,60.0,54.0,71.0,74.0,CB,Argentina,2800000.0
22,72,80,54.0,35.0,41.0,51.0,72.0,77.0,CB,Portugal,3900000.0
22,72,80,70.0,49.0,66.0,72.0,70.0,68.0,LB,Portugal,3900000.0
18,72,85,72.0,35.0,55.0,53.0,73.0,72.0,"CB, RB",Greece,4900000.0
20,72,84,74.0,57.0,71.0,69.0,69.0,69.0,"CDM, CM",France,4900000.0
18,72,90,85.0,66.0,66.0,77.0,34.0,45.0,"LM, CM",Argentina,6500000.0
25,72,72,72.0,57.0,63.0,69.0,70.0,74.0,RB,Brazil,2700000.0
21,72,80,89.0,67.0,64.0,74.0,29.0,72.0,"RW, ST, LW",Honduras,4600000.0
22,72,82,67.0,72.0,71.0,69.0,56.0,62.0,"CAM, CM, CF",Czech Republic,5000000.0
27,72,73,65.0,59.0,72.0,68.0,66.0,73.0,CDM,Costa Rica,2900000.0
22,72,75,72.0,35.0,57.0,72.0,69.0,70.0,LB,Brazil,3300000.0
22,72,82,65.0,64.0,68.0,71.0,66.0,57.0,"CM, CDM, CAM",Serbia,4900000.0
21,72,79,78.0,68.0,66.0,78.0,31.0,44.0,LW,Serbia,4400000.0
25,72,75,65.0,33.0,51.0,55.0,73.0,71.0,CB,Greece,3300000.0
21,72,80,75.0,71.0,71.0,72.0,30.0,61.0,RW,Ecuador,4600000.0
37,71,71,23.0,35.0,52.0,51.0,72.0,70.0,CB,Northern Ireland,160000.0
31,71,71,63.0,48.0,56.0,55.0,71.0,72.0,CB,Portugal,1600000.0
39,71,71,31.0,72.0,77.0,73.0,30.0,51.0,CAM,Japan,650000.0
36,71,71,62.0,45.0,67.0,72.0,70.0,68.0,LB,England,275000.0
35,71,71,79.0,61.0,64.0,68.0,66.0,63.0,LB,United States,500000.0
34,71,71,68.0,33.0,54.0,48.0,69.0,76.0,CB,Switzerland,725000.0
35,71,71,77.0,71.0,62.0,64.0,32.0,66.0,ST,Sweden,1100000.0
34,71,71,30.0,70.0,78.0,72.0,44.0,52.0,CM,Netherlands,1200000.0
36,71,71,48.0,45.0,60.0,54.0,73.0,68.0,"CB, LB",Belgium,325000.0
34,71,71,72.0,64.0,71.0,72.0,29.0,55.0,"CAM, CM, RW",France,1200000.0
33,71,71,60.0,68.0,72.0,68.0,54.0,74.0,CM,Denmark,1400000.0
33,71,71,68.0,72.0,52.0,65.0,26.0,58.0,ST,England,1500000.0
37,71,71,37.0,51.0,47.0,44.0,73.0,66.0,CB,Italy,160000.0
37,71,71,47.0,64.0,71.0,69.0,71.0,69.0,CM,France,600000.0
34,71,71,68.0,61.0,65.0,62.0,68.0,76.0,CB,Switzerland,725000.0
34,71,71,54.0,65.0,77.0,75.0,61.0,65.0,"CDM, CM",Italy,725000.0
34,71,71,39.0,61.0,69.0,67.0,55.0,77.0,CM,Finland,1200000.0
33,71,71,34.0,39.0,56.0,44.0,76.0,78.0,"CDM, CB",Germany,950000.0
34,71,71,71.0,67.0,70.0,77.0,38.0,60.0,"LW, RW",Tunisia,1200000.0
34,71,71,51.0,41.0,60.0,54.0,69.0,72.0,CB,Germany,725000.0
32,71,71,39.0,48.0,60.0,65.0,70.0,73.0,"CDM, CM",Turkey,1400000.0
34,71,71,46.0,69.0,70.0,68.0,70.0,69.0,"CM, CDM",England,1200000.0
33,71,71,66.0,71.0,58.0,62.0,25.0,69.0,ST,Korea Republic,1500000.0
38,71,71,66.0,72.0,69.0,66.0,24.0,59.0,ST,Korea Republic,700000.0
32,71,71,54.0,68.0,64.0,61.0,69.0,84.0,"CM, CB, CAM",Belgium,1800000.0
31,71,71,60.0,67.0,73.0,71.0,45.0,69.0,CM,Albania,2000000.0
35,71,71,89.0,52.0,65.0,71.0,62.0,77.0,"LM, LB",Italy,1000000.0
34,71,71,41.0,47.0,31.0,53.0,72.0,75.0,CB,Italy,725000.0
32,71,71,35.0,50.0,53.0,42.0,73.0,66.0,CB,France,1400000.0
33,71,71,33.0,34.0,48.0,33.0,71.0,70.0,CB,England,950000.0
36,71,71,32.0,42.0,58.0,45.0,74.0,68.0,CB,Czech Republic,325000.0
34,71,71,31.0,32.0,51.0,40.0,72.0,81.0,CB,Spain,725000.0
30,71,71,64.0,66.0,73.0,72.0,55.0,62.0,"RM, LM, CM",Switzerland,2200000.0
32,71,71,70.0,55.0,66.0,70.0,67.0,71.0,"RB, LB",Senegal,1300000.0
30,71,71,64.0,55.0,61.0,69.0,73.0,73.0,"RB, LB",England,1700000.0
34,71,71,66.0,47.0,53.0,56.0,72.0,61.0,"CB, RB",Italy,725000.0
37,71,71,44.0,57.0,67.0,63.0,69.0,75.0,"CB, CDM",Mexico,160000.0
32,71,71,71.0,71.0,60.0,71.0,29.0,65.0,"ST, CAM",England,1900000.0
32,71,71,72.0,48.0,62.0,66.0,70.0,81.0,RB,Scotland,1300000.0
35,71,71,48.0,73.0,62.0,71.0,21.0,58.0,"ST, CAM",Japan,1100000.0
32,71,71,75.0,65.0,71.0,71.0,45.0,53.0,RM,Scotland,1800000.0
39,71,71,34.0,45.0,47.0,45.0,73.0,65.0,CB,Italy,160000.0
35,71,71,61.0,58.0,70.0,70.0,69.0,66.0,"CDM, CM",Argentina,550000.0
36,71,71,60.0,73.0,72.0,74.0,55.0,68.0,"LM, CM, RM",Argentina,800000.0
29,71,71,68.0,44.0,65.0,63.0,72.0,75.0,RB,Turkey,1800000.0
27,71,71,86.0,67.0,63.0,74.0,26.0,67.0,"RM, ST, LM",Turkey,2500000.0
34,71,71,42.0,59.0,66.0,62.0,67.0,76.0,"CDM, CM, CAM",Spain,725000.0
34,71,71,57.0,48.0,63.0,59.0,69.0,77.0,CDM,Spain,725000.0
30,71,71,73.0,51.0,63.0,59.0,70.0,73.0,RB,Russia,1700000.0
33,71,71,67.0,59.0,71.0,65.0,68.0,78.0,RB,Norway,900000.0
32,71,71,49.0,53.0,58.0,58.0,69.0,80.0,CB,Greece,1400000.0
33,71,71,66.0,56.0,65.0,65.0,71.0,71.0,"CB, RB",Germany,950000.0
30,71,71,58.0,75.0,67.0,67.0,68.0,82.0,"CDM, CM, LM",England,1800000.0
32,71,71,69.0,52.0,59.0,69.0,71.0,67.0,"LB, RB, RM",England,1300000.0
33,71,71,38.0,36.0,53.0,43.0,72.0,73.0,CB,England,950000.0
26,71,71,59.0,68.0,78.0,71.0,47.0,44.0,"RM, LM, CM",Norway,2500000.0
32,71,71,58.0,63.0,76.0,71.0,51.0,57.0,"CM, CAM, CDM",Argentina,1800000.0
33,71,71,79.0,66.0,72.0,73.0,45.0,55.0,"CM, CAM",Argentina,1400000.0
36,71,71,79.0,60.0,65.0,73.0,70.0,64.0,LB,Argentina,275000.0
34,71,71,71.0,69.0,73.0,73.0,39.0,60.0,"LW, CAM, LM",Portugal,1200000.0
33,71,71,68.0,66.0,71.0,67.0,68.0,71.0,"CM, CDM",Mexico,1400000.0
32,71,71,53.0,34.0,45.0,50.0,71.0,71.0,"CB, RB",Germany,1400000.0
34,71,71,67.0,45.0,66.0,67.0,71.0,71.0,"LB, CB",Netherlands,675000.0
30,71,71,80.0,62.0,72.0,73.0,60.0,72.0,"CM, LM",Argentina,2200000.0
30,71,71,78.0,68.0,66.0,71.0,52.0,70.0,"LM, CM, RM",Germany,2200000.0
32,71,71,57.0,67.0,77.0,72.0,37.0,57.0,"CM, LM, CAM",Croatia,1800000.0
31,71,71,57.0,46.0,59.0,56.0,71.0,68.0,CB,Germany,1600000.0
31,71,71,42.0,30.0,47.0,49.0,72.0,70.0,CB,Brazil,1600000.0
30,71,71,70.0,67.0,66.0,70.0,64.0,69.0,CM,Scotland,2200000.0
33,71,71,78.0,55.0,66.0,63.0,65.0,61.0,LB,Chile,900000.0
29,71,71,66.0,55.0,59.0,65.0,70.0,70.0,"CDM, CM",Chile,1800000.0
25,71,71,81.0,58.0,67.0,73.0,47.0,51.0,CAM,Chile,2600000.0
25,71,71,82.0,67.0,62.0,73.0,26.0,64.0,"LM, ST",Chile,2600000.0
33,71,71,85.0,68.0,56.0,77.0,30.0,45.0,"ST, CF, LW",Chile,1500000.0
33,71,71,70.0,54.0,60.0,60.0,69.0,70.0,LB,Chile,900000.0
33,71,71,67.0,50.0,70.0,67.0,70.0,56.0,"RB, RM",Chile,900000.0
33,71,71,70.0,48.0,64.0,64.0,70.0,72.0,"RB, RM",Chile,900000.0
29,71,71,49.0,44.0,53.0,49.0,69.0,81.0,"CB, CDM",Chile,1800000.0
29,71,71,53.0,29.0,47.0,39.0,74.0,72.0,"CB, RB",Chile,1800000.0
25,71,71,44.0,41.0,55.0,47.0,73.0,70.0,CB,Chile,2100000.0
25,71,71,62.0,53.0,63.0,63.0,69.0,76.0,CDM,Chile,2100000.0
29,71,71,75.0,65.0,66.0,62.0,69.0,67.0,CDM,Chile,1800000.0
25,71,71,68.0,45.0,62.0,67.0,71.0,78.0,"CDM, LB",Chile,2100000.0
29,71,71,78.0,64.0,68.0,74.0,32.0,50.0,CAM,Chile,2300000.0
33,71,71,69.0,61.0,61.0,70.0,71.0,66.0,"CDM, RB",Chile,950000.0
29,71,71,76.0,59.0,63.0,69.0,67.0,67.0,LB,Chile,1800000.0
25,71,71,78.0,42.0,54.0,59.0,69.0,81.0,RB,Chile,2000000.0
33,71,71,72.0,42.0,68.0,70.0,65.0,62.0,LB,Chile,900000.0
33,71,71,74.0,64.0,70.0,74.0,64.0,76.0,LB,Chile,900000.0
25,71,71,86.0,56.0,59.0,71.0,64.0,70.0,"LB, CM",Chile,2000000.0
33,71,71,52.0,70.0,74.0,69.0,32.0,67.0,"CAM, CM",Chile,1400000.0
25,71,71,67.0,66.0,65.0,69.0,56.0,54.0,CAM,Chile,2600000.0
33,71,71,64.0,71.0,62.0,73.0,37.0,71.0,ST,Chile,1500000.0
32,71,71,68.0,59.0,68.0,69.0,67.0,73.0,"CDM, CM",Colombia,1400000.0
32,71,71,43.0,48.0,52.0,44.0,70.0,76.0,"CB, LB",Mexico,1400000.0
32,71,71,58.0,68.0,69.0,68.0,37.0,80.0,"ST, CAM",Spain,1900000.0
30,71,71,80.0,59.0,68.0,69.0,67.0,70.0,"RB, RM",Austria,1700000.0
31,71,71,65.0,26.0,53.0,53.0,70.0,81.0,"CB, RB",England,1600000.0
35,71,71,43.0,71.0,62.0,64.0,41.0,68.0,ST,Argentina,1100000.0
31,71,71,74.0,70.0,62.0,68.0,36.0,73.0,ST,Republic of Ireland,2100000.0
31,71,71,60.0,50.0,58.0,53.0,72.0,74.0,"CB, RB",Scotland,1600000.0
32,71,71,63.0,62.0,73.0,66.0,66.0,67.0,CM,England,1800000.0
28,71,71,79.0,70.0,54.0,67.0,43.0,75.0,ST,England,2400000.0
32,71,71,74.0,71.0,69.0,74.0,42.0,48.0,"ST, CF",France,1900000.0
32,71,71,36.0,64.0,75.0,61.0,65.0,67.0,CDM,Spain,1400000.0
34,71,71,53.0,73.0,59.0,69.0,49.0,69.0,"ST, RW",United States,1200000.0
29,71,71,76.0,51.0,60.0,67.0,68.0,79.0,LB,Scotland,1800000.0
32,71,71,77.0,62.0,69.0,66.0,69.0,76.0,LB,Nigeria,1300000.0
30,71,71,61.0,47.0,60.0,58.0,69.0,75.0,CB,France,1800000.0
31,71,71,79.0,56.0,67.0,68.0,69.0,70.0,"LB, RB",Argentina,1600000.0
30,71,71,57.0,66.0,73.0,71.0,34.0,66.0,"CAM, CM, LM, CDM",Argentina,2200000.0
31,71,71,76.0,54.0,65.0,65.0,67.0,73.0,"LB, RB",Spain,1600000.0
29,71,71,66.0,69.0,59.0,66.0,33.0,77.0,"ST, LM",Northern Ireland,2400000.0
31,71,71,67.0,63.0,73.0,73.0,63.0,61.0,"CDM, CM",Russia,1600000.0
31,71,71,57.0,35.0,52.0,44.0,71.0,76.0,CB,Norway,1600000.0
29,71,71,75.0,53.0,67.0,66.0,67.0,72.0,"RB, RWB, RM",Mexico,1800000.0
29,71,71,77.0,71.0,62.0,74.0,27.0,60.0,"ST, LM",Turkey,2400000.0
27,71,71,85.0,62.0,65.0,73.0,62.0,78.0,"RB, RM, RWB",Equatorial Guinea,2000000.0
30,71,71,84.0,66.0,60.0,73.0,31.0,69.0,ST,Brazil,2300000.0
30,71,71,77.0,71.0,67.0,74.0,28.0,58.0,"RM, ST",Senegal,2200000.0
32,71,71,54.0,68.0,61.0,66.0,43.0,72.0,ST,Eritrea,1900000.0
30,71,71,74.0,51.0,62.0,68.0,71.0,67.0,"LB, RB",France,1700000.0
32,71,71,69.0,73.0,55.0,66.0,27.0,69.0,"ST, CAM",Guinea,1900000.0
31,71,71,66.0,49.0,65.0,68.0,70.0,70.0,RB,France,1600000.0
29,71,71,62.0,51.0,62.0,57.0,69.0,80.0,CB,Austria,1800000.0
29,71,71,76.0,70.0,57.0,71.0,34.0,67.0,ST,England,2400000.0
29,71,71,70.0,57.0,69.0,69.0,66.0,66.0,CM,England,2300000.0
35,71,71,60.0,71.0,65.0,67.0,27.0,66.0,ST,Argentina,1100000.0
29,71,71,76.0,65.0,68.0,74.0,29.0,54.0,"LW, LM",Netherlands,2300000.0
28,71,71,66.0,52.0,61.0,61.0,70.0,77.0,"CB, RB",England,1900000.0
33,71,71,79.0,47.0,57.0,60.0,70.0,79.0,RB,Spain,900000.0
34,71,71,53.0,72.0,76.0,72.0,55.0,56.0,"CM, CDM, CAM",Turkey,1200000.0
32,71,71,65.0,69.0,61.0,66.0,31.0,75.0,ST,Argentina,1900000.0
31,71,71,49.0,63.0,62.0,63.0,70.0,80.0,"CDM, CM, CB",Netherlands,1600000.0
29,71,71,60.0,56.0,56.0,54.0,69.0,76.0,CB,Finland,1800000.0
32,71,71,64.0,28.0,43.0,51.0,71.0,75.0,CB,Côte d'Ivoire,1400000.0
28,71,73,70.0,44.0,59.0,59.0,69.0,81.0,CB,Denmark,2200000.0
29,71,71,52.0,45.0,53.0,52.0,72.0,74.0,CB,Argentina,1800000.0
31,71,71,54.0,50.0,64.0,60.0,69.0,84.0,CDM,Poland,1600000.0
29,71,71,69.0,45.0,62.0,55.0,69.0,74.0,"CB, CDM",Netherlands,1800000.0
32,71,71,54.0,33.0,47.0,50.0,73.0,70.0,CB,Greece,1400000.0
30,71,71,68.0,65.0,67.0,70.0,70.0,74.0,"CM, RB",Italy,2200000.0
30,71,71,79.0,65.0,68.0,71.0,43.0,69.0,RM,Mexico,2200000.0
